species_1,species_2,16S,dnaK,fusA,nifH,recA
aalg,actt,1858.5,1618.5,1642.5,,
aalg,acu,1779.0,1611.0,1713.0,,927.0
aalg,ade,1912.5,999.0,1524.0,,697.5
aalg,adi,1946.0,1642.5,1854.0,,897.0
aalg,adk,1938.5,1599.0,1635.0,,832.5
aalg,adn,1938.5,1596.0,1635.0,,829.5
aalg,adt,1845.0,1642.5,1650.0,,880.5
aalg,aeb,1930.5,1480.5,1639.5,,837.0
aalg,aeh,1997.0,1632.0,1719.0,,892.5
aalg,aei,1930.5,1809.0,1992.0,,1021.5
aalg,aep,1773.0,1645.5,1695.0,,922.5
aalg,aev,2598.0,2481.0,2799.0,,1305.0
aalg,aez,1936.5,1488.0,1596.0,,835.5
aalg,afa,1864.5,1744.5,1795.5,,975.0
aalg,afc,1849.5,1842.0,2103.0,,982.5
aalg,afi,1942.5,1707.0,1806.0,,922.5
aalg,afla,2550.5,2404.5,1393.5,,1285.5
aalg,afq,1848.5,1779.0,1800.0,,
aalg,agc,1924.5,1696.5,1674.0,,916.5
aalg,agt,1924.5,1689.0,1687.5,,913.5
aalg,agv,1739.0,1069.5,1327.5,,757.5
aalg,aht,1847.5,1680.0,1719.0,,955.5
aalg,ahu,1885.5,1618.5,1506.0,,894.0
aalg,ahz,2585.5,2482.5,2805.0,,1290.0
aalg,ais,1845.0,1660.5,1737.0,,910.5
aalg,aji,1915.5,882.0,1578.0,,834.0
aalg,ajs,1918.0,1630.5,1747.5,,880.5
aalg,aka,1885.0,1708.5,1207.5,,913.5
aalg,alg,1904.5,1734.0,1926.0,,999.0
aalg,ali,1897.0,1635.0,1465.5,,886.5
aalg,aln,1942.5,1734.0,1932.0,,924.0
aalg,alp,1840.5,1839.0,2106.0,,1012.5
aalg,als,2131.5,2137.5,2338.5,,1092.0
aalg,alti,2581.5,2425.5,2776.5,,1333.5
aalg,alv,1919.5,1627.5,1212.0,,880.5
aalg,amah,1866.5,1746.0,1873.5,,943.5
aalg,amc,1880.5,1795.5,1806.0,,976.5
aalg,ame,,1722.0,1554.0,,
aalg,amh,1878.0,1803.0,1806.0,,976.5
aalg,ami,1974.5,963.0,1128.0,,841.5
aalg,amih,1914.0,1660.5,1218.0,,892.5
aalg,amol,1845.5,1816.5,2095.5,,987.0
aalg,amr,1913.5,1657.5,1350.0,,877.5
aalg,ams,1921.0,985.5,1171.5,,819.0
aalg,amv,1917.0,1645.5,1575.0,,901.5
aalg,amyb,1925.0,979.5,1102.5,,868.5
aalg,amyy,1954.0,1438.5,1117.5,,844.5
aalg,ane,1924.0,1461.0,1516.5,,793.5
aalg,anp,2538.0,2421.0,1456.5,,1266.0
aalg,ant,1874.0,1816.5,2112.0,,1000.5
aalg,aoa,1853.5,1632.0,1119.0,,867.0
aalg,aol,1952.0,1624.5,1588.5,,861.0
aalg,aon,1895.5,1648.5,1669.5,,898.5
aalg,aos,1924.5,1473.0,1555.5,,786.0
aalg,apac,1953.0,1617.0,1830.0,,883.5
aalg,ape,1432.0,,,,
aalg,apn,1938.5,1501.5,1174.5,,889.5
aalg,apoc,1830.0,1837.5,2056.5,,1015.5
aalg,apom,1873.0,1749.0,1771.5,,987.0
aalg,app,1922.5,1701.0,1206.0,,864.0
aalg,apre,1960.5,961.5,1132.5,,831.0
aalg,aprs,1980.5,1705.5,1872.0,,928.5
aalg,aqa,2527.0,2485.5,2772.0,,1357.5
aalg,aql,1933.5,1683.0,1798.5,,897.0
aalg,aqs,1930.5,1732.5,1884.0,,955.5
aalg,arc,1856.5,1846.5,2124.0,,1008.0
aalg,arl,1948.0,1504.5,1650.0,,949.5
aalg,arm,1929.5,1519.5,1674.0,,915.0
aalg,aro,1924.5,1711.5,1704.0,,906.0
aalg,art,1946.0,1500.0,1170.0,,889.5
aalg,artp,1933.0,1456.5,1654.5,,900.0
aalg,aru,1920.0,1461.0,1662.0,,861.0
aalg,ary,1949.5,1507.5,1645.5,,952.5
aalg,asc,1422.0,,,,
aalg,asd,1913.0,1567.5,1696.5,,925.5
aalg,asip,1912.0,1701.0,1918.5,,979.5
aalg,ask,1832.5,1854.0,2092.5,,982.5
aalg,asl,2336.0,2512.5,2823.0,,1291.5
aalg,asv,1873.0,1756.5,1767.0,,982.5
aalg,asw,1846.0,1651.5,1701.0,,901.5
aalg,ata,1924.0,1695.0,1692.0,,916.5
aalg,atp,1845.0,1851.0,2098.5,,991.5
aalg,atu,1933.0,1717.5,1677.0,,906.0
aalg,atw,1872.5,1555.5,1747.5,,834.0
aalg,ava,1887.0,1737.0,1792.5,,966.0
aalg,axy,1852.0,1660.5,1698.0,,898.5
aalg,aza,1904.5,1284.0,1104.0,,856.5
aalg,azc,1952.5,1627.5,1525.5,,835.5
aalg,azd,1920.0,1614.0,1129.5,,877.5
aalg,azi,1927.0,1624.5,1113.0,,871.5
aalg,azl,1889.5,1623.0,1107.0,,892.5
aalg,azm,1873.0,1647.0,1465.5,,882.0
aalg,azo,1937.5,1615.5,1099.5,,873.0
aalg,azq,1905.5,1630.5,1764.0,,894.0
aalg,azr,1933.5,1612.5,1087.5,,883.5
aalg,azt,1860.0,1635.0,1134.0,,867.0
aalg,azz,1888.0,1615.5,1408.5,,882.0
aalg,babb,1938.0,1780.5,1728.0,,949.5
aalg,babr,1938.0,1783.5,1728.0,,949.5
aalg,bac,1910.0,1582.5,1680.0,,889.5
aalg,bacb,1964.5,1693.5,1876.5,,1009.5
aalg,bacl,1969.5,1719.0,1863.0,,988.5
aalg,baco,1946.0,1725.0,1824.0,,1000.5
aalg,bacp,1967.5,1684.5,1869.0,,1009.5
aalg,bacs,1967.5,1678.5,1870.5,,1009.5
aalg,bacy,1959.5,1705.5,1863.0,,982.5
aalg,bae,1968.5,1720.5,1870.5,,1020.0
aalg,bag,1918.5,1738.5,1818.0,,982.5
aalg,bage,1851.0,1780.5,1950.0,,922.5
aalg,bah,1894.5,1786.5,1948.5,,514.5
aalg,bai,1894.5,1786.5,1951.5,,514.5
aalg,bao,1971.5,1677.0,1872.0,,1002.0
aalg,bapi,1908.0,1818.0,1870.5,,994.5
aalg,baq,1979.0,1680.0,1884.0,,1011.0
aalg,bar,1889.5,1786.5,1951.5,,
aalg,bast,1948.0,1500.0,1672.5,,876.0
aalg,bat,1897.0,1786.5,1951.5,,991.5
aalg,bax,1970.5,1786.5,1939.5,,514.5
aalg,bay,1965.5,1675.5,1872.0,,1006.5
aalg,baz,1959.5,1683.0,1872.0,,1002.0
aalg,bbet,1946.5,1618.5,1158.0,,874.5
aalg,bbh,1844.0,1629.0,1645.5,,883.5
aalg,bbm,1841.0,1626.0,1654.5,,880.5
aalg,bbr,1844.0,1629.0,1645.5,,876.0
aalg,bbt,1952.5,1629.0,1152.0,,859.5
aalg,bby,1959.5,1801.5,1960.5,,
aalg,bcad,2263.0,2094.0,2574.0,,1155.0
aalg,bce,1891.5,1804.5,1957.5,,981.0
aalg,bcl,1905.5,1773.0,1891.5,,985.5
aalg,bfr,2173.0,2056.5,1503.0,,1171.5
aalg,bja,1955.0,1635.0,1569.0,,867.0
aalg,bjs,1971.5,1693.5,1872.0,,993.0
aalg,bju,1952.0,1639.5,1165.5,,877.5
aalg,bld,1958.0,1686.0,1837.5,,951.0
aalg,blh,1963.5,1699.5,1828.5,,955.5
aalg,bli,1953.0,1686.0,1837.5,,951.0
aalg,bly,1883.0,1494.0,1606.5,,900.0
aalg,bma,1840.5,1563.0,1647.0,,855.0
aalg,bmab,1913.5,1563.0,1668.0,,855.0
aalg,bmyc,1950.0,1762.5,1956.0,,1005.0
aalg,bnc,1844.0,1789.5,1948.5,,502.5
aalg,boz,1829.5,1719.0,1860.0,,937.5
aalg,bpa,1844.0,1627.5,1654.5,,880.5
aalg,bpz,1916.5,1563.0,1645.5,,855.0
aalg,bql,1971.5,1683.0,1872.0,,1002.0
aalg,bqy,1967.5,1624.5,1650.0,,984.0
aalg,bra,1951.0,1636.5,1623.0,,844.5
aalg,bsau,1917.0,1438.5,1545.0,,829.5
aalg,bsui,1818.5,1783.5,1725.0,,942.0
aalg,bth,1911.0,2062.5,1528.5,,1129.5
aalg,btr,1926.0,1831.5,1879.5,,942.0
aalg,bxe,1815.5,1657.5,1713.0,,924.0
aalg,cac,895.0,1869.0,1981.5,,1021.5
aalg,cau,1744.5,1651.5,1738.5,,885.0
aalg,cgl,1914.0,1578.0,1773.0,,955.5
aalg,cko,226.0,1740.0,1911.0,,895.5
aalg,ctu,1873.0,1705.5,1891.5,,909.0
aalg,ddn,1947.5,1653.0,1227.0,,835.5
aalg,dha,,1672.5,1636.5,,
aalg,dse,,1615.5,1410.0,,
aalg,eco,1864.5,1773.0,1909.5,,907.5
aalg,ent,1848.5,1785.0,1759.5,,933.0
aalg,esa,232.0,1752.0,1899.0,,898.5
aalg,fjo,2528.5,2265.0,2758.5,,1242.0
aalg,gme,1967.0,1687.5,1932.0,,897.0
aalg,hde,1873.0,1771.5,1974.0,,954.0
aalg,hpy,1857.5,1747.5,1905.0,,919.5
aalg,kpn,1850.0,1716.0,1657.5,,886.5
aalg,lap,1918.5,1705.5,1287.0,,948.0
aalg,lmo,1916.5,1810.5,1893.0,,1006.5
aalg,mag,1892.5,1665.0,1168.5,,879.0
aalg,mcp,1864.5,1626.0,1909.5,,894.0
aalg,mlo,1894.5,1662.0,1621.5,,874.5
aalg,mmu,,1642.5,1594.5,,
aalg,mtu,1940.5,1527.0,1231.5,,447.0
aalg,mxa,1927.0,1164.0,1473.0,,817.5
aalg,nfa,1938.0,966.0,1090.5,,856.5
aalg,nme,,1791.0,1933.5,,951.0
aalg,nos,1872.0,1629.0,1539.0,,925.5
aalg,npc,1903.5,1471.5,1660.5,,811.5
aalg,nwi,1961.0,1665.0,1612.5,,912.0
aalg,pae,1962.0,1656.0,1635.0,,882.0
aalg,pam,1861.0,1713.0,1954.5,,909.0
aalg,paq,1870.0,1710.0,1957.5,,912.0
aalg,par,1904.5,1771.5,1935.0,,931.5
aalg,pcr,1907.0,1809.0,1944.0,,996.0
aalg,pdo,1898.0,1524.0,1680.0,,952.5
aalg,pfl,1951.5,1720.5,1845.0,,909.0
aalg,pmh,1837.0,1609.5,1846.5,,957.0
aalg,pps,,1548.0,1630.5,,
aalg,ppu,1934.5,1717.5,1828.5,,886.5
aalg,psa,925.5,1651.5,1822.5,,807.0
aalg,rbd,1918.5,1623.0,1717.5,,894.0
aalg,rfr,1943.5,1372.5,1255.5,,889.5
aalg,rhc,1867.0,1639.5,1108.5,,889.5
aalg,rpa,1943.5,1651.5,1635.0,,889.5
aalg,rso,1867.0,1635.0,1717.5,,865.5
aalg,sau,1948.0,1785.0,1884.0,,1026.0
aalg,sco,1924.0,1462.5,1087.5,,798.0
aalg,sfr,1907.0,1815.0,1879.5,,988.5
aalg,sil,1857.0,1636.5,1677.0,,891.0
aalg,slr,1804.0,1881.0,1527.0,,958.5
aalg,son,1900.0,1801.5,1833.0,,934.5
aalg,spe,1868.0,1774.5,1755.0,,939.0
aalg,spy,1635.0,1758.0,1869.0,,972.0
aalg,srr,1864.5,1749.0,1747.5,,975.0
aalg,syn,1871.5,1702.5,1329.0,,916.5
aalg,tpo,1812.5,1719.0,1591.5,,843.0
aalg,ttu,1878.0,1749.0,1968.0,,954.0
aalg,vch,1895.0,1723.5,1933.5,,936.0
aalg,vpa,1802.5,1767.0,1834.5,,964.5
aalg,wbr,1840.5,1690.5,1905.0,,927.0
aalg,xcc,1970.0,1627.5,1741.5,,885.0
aalg,xoo,1967.0,1651.5,1708.5,,882.0
aamb,aaa,1456.0,,,,
aamb,aaci,1518.0,,,,
aamb,aalg,1421.0,,,,
aamb,aamb,3010.0,,,,
aamb,aaq,1532.5,,,,
aamb,aaqi,1367.0,,,,
aamb,aaqu,1444.0,,,,
aamb,aasc,1501.5,,,,
aamb,aba,1535.0,,,,
aamb,abo,1508.0,,,,
aamb,ace,1607.0,,,,
aamb,acet,1506.0,,,,
aamb,achr,1447.5,,,,
aamb,acib,1340.0,,,,
aamb,acid,1414.0,,,,
aamb,acii,1524.5,,,,
aamb,acin,1420.0,,,,
aamb,acio,1450.5,,,,
aamb,acip,1417.0,,,,
aamb,acis,1417.0,,,,
aamb,ack,1448.5,,,,
aamb,acom,1463.5,,,,
aamb,acr,1499.5,,,,
aamb,acra,1429.5,,,,
aamb,acry,1559.5,,,,
aamb,acto,1563.0,,,,
aamb,actt,1538.0,,,,
aamb,acu,1409.0,,,,
aamb,ade,1622.0,,,,
aamb,adi,1534.0,,,,
aamb,adk,1450.0,,,,
aamb,adn,1450.0,,,,
aamb,adt,1461.5,,,,
aamb,aeb,1524.5,,,,
aamb,aeh,1576.0,,,,
aamb,aei,1430.0,,,,
aamb,aep,1365.5,,,,
aamb,aev,1445.0,,,,
aamb,aez,1541.0,,,,
aamb,afa,1443.5,,,,
aamb,afc,1346.0,,,,
aamb,afi,1505.0,,,,
aamb,afla,1396.0,,,,
aamb,afq,1439.5,,,,
aamb,agc,1502.0,,,,
aamb,agt,1524.5,,,,
aamb,agv,1519.0,,,,
aamb,aht,1470.0,,,,
aamb,ahu,1529.0,,,,
aamb,ahz,1383.0,,,,
aamb,ais,1455.5,,,,
aamb,aji,1527.5,,,,
aamb,ajs,1473.0,,,,
aamb,aka,1441.5,,,,
aamb,alg,1501.5,,,,
aamb,ali,1530.0,,,,
aamb,aln,1505.0,,,,
aamb,alp,1373.0,,,,
aamb,als,1401.5,,,,
aamb,alti,1400.0,,,,
aamb,alv,1552.5,,,,
aamb,amah,1363.0,,,,
aamb,amc,1471.5,,,,
aamb,amh,1476.5,,,,
aamb,ami,1570.0,,,,
aamb,amih,1514.0,,,,
aamb,amol,1372.0,,,,
aamb,amr,1552.5,,,,
aamb,ams,1594.5,,,,
aamb,amv,1502.0,,,,
aamb,amyb,1556.5,,,,
aamb,amyy,1549.5,,,,
aamb,ane,1534.5,,,,
aamb,anp,1370.0,,,,
aamb,ant,1384.0,,,,
aamb,aoa,1398.0,,,,
aamb,aol,1508.5,,,,
aamb,aon,1477.5,,,,
aamb,aos,1533.5,,,,
aamb,apac,1532.0,,,,
aamb,ape,2415.0,,,,
aamb,apn,1538.5,,,,
aamb,apoc,1335.5,,,,
aamb,apom,1506.0,,,,
aamb,app,1462.5,,,,
aamb,apre,1581.5,,,,
aamb,aprs,1525.0,,,,
aamb,aqa,1395.0,,,,
aamb,aql,1454.0,,,,
aamb,aqs,1470.5,,,,
aamb,arc,1366.5,,,,
aamb,arl,1527.0,,,,
aamb,arm,1535.5,,,,
aamb,aro,1529.0,,,,
aamb,art,1550.5,,,,
aamb,artp,1545.0,,,,
aamb,aru,1551.5,,,,
aamb,ary,1524.0,,,,
aamb,asc,2403.5,,,,
aamb,asd,1553.5,,,,
aamb,asip,1491.0,,,,
aamb,ask,1332.0,,,,
aamb,asl,1283.5,,,,
aamb,asv,1506.0,,,,
aamb,asw,1452.0,,,,
aamb,ata,1524.0,,,,
aamb,atp,1325.0,,,,
aamb,atu,1519.5,,,,
aamb,atw,1454.5,,,,
aamb,ava,1524.5,,,,
aamb,axy,1461.0,,,,
aamb,aza,1480.5,,,,
aamb,azc,1509.0,,,,
aamb,azd,1463.0,,,,
aamb,azi,1467.0,,,,
aamb,azl,1528.5,,,,
aamb,azm,1554.0,,,,
aamb,azo,1489.5,,,,
aamb,azq,1451.5,,,,
aamb,azr,1482.5,,,,
aamb,azt,1554.5,,,,
aamb,azz,1563.0,,,,
aamb,babb,1524.5,,,,
aamb,babr,1524.5,,,,
aamb,bac,1448.5,,,,
aamb,bacb,1554.0,,,,
aamb,bacl,1557.5,,,,
aamb,baco,1571.5,,,,
aamb,bacp,1554.0,,,,
aamb,bacs,1557.0,,,,
aamb,bacy,1558.0,,,,
aamb,bae,1552.0,,,,
aamb,bag,1542.5,,,,
aamb,bage,1503.5,,,,
aamb,bah,1479.5,,,,
aamb,bai,1481.0,,,,
aamb,bao,1546.0,,,,
aamb,bapi,1514.0,,,,
aamb,baq,1547.5,,,,
aamb,bar,1477.5,,,,
aamb,bast,1512.0,,,,
aamb,bat,1483.5,,,,
aamb,bax,1527.0,,,,
aamb,bay,1558.0,,,,
aamb,baz,1550.5,,,,
aamb,bbet,1506.0,,,,
aamb,bbh,1456.0,,,,
aamb,bbm,1459.0,,,,
aamb,bbr,1456.0,,,,
aamb,bbt,1516.5,,,,
aamb,bby,1537.0,,,,
aamb,bcad,1377.0,,,,
aamb,bce,1472.0,,,,
aamb,bcl,1552.0,,,,
aamb,bfr,1407.0,,,,
aamb,bja,1508.5,,,,
aamb,bjs,1544.5,,,,
aamb,bju,1504.0,,,,
aamb,bld,1553.5,,,,
aamb,blh,1542.5,,,,
aamb,bli,1560.5,,,,
aamb,bly,1525.0,,,,
aamb,bma,1382.0,,,,
aamb,bmab,1429.5,,,,
aamb,bmyc,1524.5,,,,
aamb,bnc,1414.0,,,,
aamb,boz,1459.5,,,,
aamb,bpa,1456.0,,,,
aamb,bpz,1432.5,,,,
aamb,bql,1546.0,,,,
aamb,bqy,1557.0,,,,
aamb,bra,1507.5,,,,
aamb,bsau,1536.5,,,,
aamb,bsui,1430.5,,,,
aamb,bth,1253.0,,,,
aamb,btr,1523.0,,,,
aamb,bxe,1384.0,,,,
aamb,cac,865.5,,,,
aamb,cau,1497.5,,,,
aamb,cgl,1551.5,,,,
aamb,cko,181.5,,,,
aamb,ctu,1500.0,,,,
aamb,ddn,1511.5,,,,
aamb,eco,1503.5,,,,
aamb,ent,1495.0,,,,
aamb,esa,186.0,,,,
aamb,fjo,1372.5,,,,
aamb,gme,1550.5,,,,
aamb,hde,1474.5,,,,
aamb,hpy,1427.5,,,,
aamb,kpn,1513.0,,,,
aamb,lap,1524.5,,,,
aamb,lmo,1552.5,,,,
aamb,mag,1515.0,,,,
aamb,mcp,1418.0,,,,
aamb,mlo,1511.0,,,,
aamb,mtu,1536.0,,,,
aamb,mxa,1570.5,,,,
aamb,nfa,1580.0,,,,
aamb,nos,1485.5,,,,
aamb,npc,1544.0,,,,
aamb,nwi,1514.5,,,,
aamb,pae,1488.5,,,,
aamb,pam,1492.5,,,,
aamb,paq,1482.0,,,,
aamb,par,1458.0,,,,
aamb,pcr,1457.5,,,,
aamb,pdo,1531.0,,,,
aamb,pfl,1478.0,,,,
aamb,pmh,1524.0,,,,
aamb,ppu,1473.0,,,,
aamb,psa,912.5,,,,
aamb,rbd,1460.0,,,,
aamb,rfr,1452.0,,,,
aamb,rhc,1519.5,,,,
aamb,rpa,1509.0,,,,
aamb,rso,1432.5,,,,
aamb,sau,1491.0,,,,
aamb,sco,1575.0,,,,
aamb,sfr,1486.0,,,,
aamb,sil,1514.0,,,,
aamb,slr,1375.5,,,,
aamb,son,1492.5,,,,
aamb,spe,1481.5,,,,
aamb,spy,1284.5,,,,
aamb,srr,1467.5,,,,
aamb,syn,1561.5,,,,
aamb,tpo,1441.0,,,,
aamb,ttu,1440.5,,,,
aamb,vch,1447.0,,,,
aamb,vpa,1336.5,,,,
aamb,wbr,1395.5,,,,
aamb,xcc,1534.0,,,,
aamb,xoo,1537.0,,,,
aaq,aaa,1993.0,2016.0,2218.5,,1204.5
aaq,aaci,2541.0,2398.5,2377.5,,1239.0
aaq,aalg,1938.5,1498.5,1690.5,,915.0
aaq,aamb,1532.5,,,,
aaq,aaq,3088.0,3726.0,4230.0,,2106.0
aaq,aaqi,1955.0,1200.0,1678.5,,765.0
aaq,aaqu,2026.0,1794.0,1999.5,,
aaq,aasc,2041.5,1749.0,2007.0,,1017.0
aaq,aba,2042.0,1471.5,2161.5,,1159.5
aaq,abo,2124.5,1728.0,2019.0,,1062.0
aaq,ace,2504.0,2251.5,2331.0,,1269.0
aaq,acet,2047.5,1759.5,1990.5,,1026.0
aaq,achr,2034.0,2026.5,2206.5,,1210.5
aaq,acib,1935.5,1233.0,1675.5,,718.5
aaq,acid,2014.0,1965.0,2233.5,,1194.0
aaq,acii,2115.5,1852.5,2074.5,,1119.0
aaq,acin,2017.0,1953.0,2226.0,,1197.0
aaq,acio,2019.0,1969.5,2167.5,,1170.0
aaq,acip,2017.0,1953.0,2217.0,,1185.0
aaq,acis,2017.0,1953.0,2217.0,,1185.0
aaq,ack,2021.5,1966.5,2184.0,,1212.0
aaq,acom,2114.5,1986.0,1519.5,,1158.0
aaq,acr,1999.0,2011.5,2116.5,,1170.0
aaq,acra,1999.5,1972.5,2220.0,,1201.5
aaq,acry,2839.0,2881.5,3172.5,,1432.5
aaq,acto,2440.5,2548.5,2686.5,,1335.0
aaq,actt,2553.5,2352.0,2563.5,,
aaq,acu,1932.5,1842.0,2098.5,,1114.5
aaq,ade,2072.0,1374.0,2271.0,,997.5
aaq,adi,2093.5,1846.5,2139.0,,1173.0
aaq,adk,1988.5,2028.0,2262.0,,1216.5
aaq,adn,1988.5,2022.0,2262.0,,1216.5
aaq,adt,2031.5,1995.0,2209.5,,1206.0
aaq,aeb,2564.0,2277.0,2509.5,,1309.5
aaq,aeh,2150.5,1996.5,2197.5,,1179.0
aaq,aei,2052.5,1443.0,1890.0,,906.0
aaq,aep,1896.5,1927.5,2211.0,,1062.0
aaq,aev,2022.5,1471.5,1728.0,,876.0
aaq,aez,2586.5,2329.5,2491.5,,1317.0
aaq,afa,2033.0,1834.5,1969.5,,1081.5
aaq,afc,1931.0,1176.0,1627.5,,735.0
aaq,afi,2049.5,1789.5,1968.0,,1129.5
aaq,afla,1945.0,1491.0,1393.5,,897.0
aaq,afq,2033.5,1792.5,1993.5,,
aaq,agc,2001.5,1977.0,2230.5,,1104.0
aaq,agt,2052.5,1935.0,2241.0,,1120.5
aaq,agv,1939.0,1620.0,1942.5,,1084.5
aaq,aht,1933.5,1876.5,2122.5,,1068.0
aaq,ahu,2061.5,2005.5,1989.0,,1168.5
aaq,ahz,1896.0,1294.5,1632.0,,846.0
aaq,ais,2030.0,2014.5,2133.0,,1195.5
aaq,aji,2538.5,1173.0,2389.5,,1233.0
aaq,ajs,2008.5,1986.0,2218.5,,1189.5
aaq,aka,2020.5,1753.5,1350.0,,991.5
aaq,alg,2011.5,1618.5,1945.5,,1066.5
aaq,ali,2032.5,2010.0,2038.5,,1165.5
aaq,aln,2126.0,1728.0,2022.0,,1054.5
aaq,alp,1970.0,1260.0,1717.5,,790.5
aaq,als,1934.0,1395.0,1710.0,,873.0
aaq,alti,1943.0,1561.5,1747.5,,898.5
aaq,alv,2088.0,1918.5,1549.5,,1189.5
aaq,amah,1931.5,1920.0,2167.5,,1212.0
aaq,amc,2002.5,1614.0,1801.5,,996.0
aaq,ame,,1212.0,1287.0,,
aaq,amh,2000.0,1614.0,1801.5,,1005.0
aaq,ami,2593.0,1429.5,1522.5,,1393.5
aaq,amih,2027.0,1975.5,1585.5,,1126.5
aaq,amol,1939.0,1206.0,1722.0,,778.5
aaq,amr,2070.0,1585.5,1339.5,,957.0
aaq,ams,2566.5,1411.5,1585.5,,1326.0
aaq,amv,2009.0,2011.5,2115.0,,1176.0
aaq,amyb,2584.0,1321.5,1567.5,,1351.5
aaq,amyy,2538.0,2307.0,1593.0,,1404.0
aaq,ane,2530.5,2625.0,2698.5,,1234.5
aaq,anp,1940.0,1483.5,1354.5,,900.0
aaq,ant,1970.5,1264.5,1732.5,,775.5
aaq,aoa,1965.0,2029.5,1501.5,,1204.5
aaq,aol,1984.0,1951.5,2208.0,,1152.0
aaq,aon,2019.0,2022.0,2275.5,,1182.0
aaq,aos,2552.0,2614.5,2683.5,,1278.0
aaq,apac,2091.5,1869.0,2128.5,,1162.5
aaq,ape,1566.0,,,,
aaq,apn,2935.0,2998.5,1509.0,,1552.5
aaq,apoc,1947.5,1224.0,1671.0,,756.0
aaq,apom,2047.5,1759.5,1990.5,,1026.0
aaq,app,2032.5,1867.5,1512.0,,1182.0
aaq,apre,2636.0,1429.5,1557.0,,1398.0
aaq,aprs,2173.0,1803.0,2152.5,,1137.0
aaq,aqa,1930.5,1350.0,1650.0,,814.5
aaq,aql,2066.0,1897.5,2161.5,,1159.5
aaq,aqs,2051.0,1893.0,2172.0,,1194.0
aaq,arc,1989.0,1224.0,1719.0,,735.0
aaq,arl,2821.5,2803.5,3042.0,,1392.0
aaq,arm,2987.5,3252.0,3634.5,,1639.5
aaq,aro,2049.5,1947.0,2251.5,,1138.5
aaq,art,2861.5,3010.5,1515.0,,1608.0
aaq,artp,2929.5,3018.0,3172.5,,1591.5
aaq,aru,2931.5,2950.5,3225.0,,1584.0
aaq,ary,2824.5,2800.5,3037.5,,1392.0
aaq,asc,1536.5,,,,
aaq,asd,2522.5,2091.0,2598.0,,1222.5
aaq,asip,2029.5,1650.0,1987.5,,1087.5
aaq,ask,1947.0,1236.0,1681.5,,753.0
aaq,asl,1787.5,1431.0,1630.5,,894.0
aaq,asv,2047.5,1741.5,1998.0,,1020.0
aaq,asw,2026.5,1966.5,2220.0,,1201.5
aaq,ata,2055.0,1930.5,2247.0,,1120.5
aaq,atp,1931.0,1216.5,1645.5,,753.0
aaq,atu,2040.0,1926.0,2236.5,,1128.0
aaq,atw,2035.0,2035.5,2223.0,,1168.5
aaq,ava,2066.0,1638.0,1869.0,,946.5
aaq,axy,2026.5,2001.0,2170.5,,1204.5
aaq,aza,2061.0,1699.5,1531.5,,1156.5
aaq,azc,2002.5,2028.0,2182.5,,1152.0
aaq,azd,2082.5,2007.0,1609.5,,1159.5
aaq,azi,2071.5,2014.5,1588.5,,1180.5
aaq,azl,2050.5,2025.0,1581.0,,1164.0
aaq,azm,2073.0,2005.5,2010.0,,1167.0
aaq,azo,2077.5,2040.0,1528.5,,1203.0
aaq,azq,2089.0,1996.5,2179.5,,1176.0
aaq,azr,2090.0,2025.0,1525.5,,1204.5
aaq,azt,2076.5,2037.0,1596.0,,1149.0
aaq,azz,2106.0,2068.5,2053.5,,1141.5
aaq,babb,2022.5,1926.0,2169.0,,1059.0
aaq,babr,2022.5,1926.0,2169.0,,1059.0
aaq,bac,2038.0,1953.0,2269.5,,1171.5
aaq,bacb,2229.0,1737.0,2002.5,,931.5
aaq,bacl,2214.5,1639.5,2032.5,,961.5
aaq,baco,2180.5,1689.0,2037.0,,988.5
aaq,bacp,2229.0,1720.5,1996.5,,927.0
aaq,bacs,2229.0,1716.0,2016.0,,930.0
aaq,bacy,2228.5,1636.5,2032.5,,954.0
aaq,bae,2236.0,1624.5,1981.5,,964.5
aaq,bag,2187.5,1720.5,1977.0,,984.0
aaq,bage,2022.5,1654.5,2056.5,,1057.5
aaq,bah,2136.5,1537.5,1944.0,,414.0
aaq,bai,2139.5,1537.5,1947.0,,414.0
aaq,bao,2188.0,1699.5,1995.0,,931.5
aaq,bapi,2045.0,1635.0,2022.0,,1020.0
aaq,baq,2191.0,1728.0,2011.5,,940.5
aaq,bar,2134.5,1537.5,1947.0,,
aaq,bast,2364.0,2466.0,2605.5,,1335.0
aaq,bat,2142.0,1537.5,1947.0,,853.5
aaq,bax,2215.5,1537.5,1942.5,,414.0
aaq,bay,2224.0,1734.0,2002.5,,931.5
aaq,baz,2230.0,1705.5,1995.0,,931.5
aaq,bbet,1989.0,1942.5,1570.5,,1140.0
aaq,bbh,2021.5,1996.5,2181.0,,1188.0
aaq,bbm,2024.5,1995.0,2181.0,,1194.0
aaq,bbr,2021.5,1996.5,2181.0,,1192.5
aaq,bbt,1971.0,1959.0,1545.0,,1167.0
aaq,bby,2254.0,1548.0,1939.5,,
aaq,bcad,2001.0,1477.5,1684.5,,865.5
aaq,bce,2148.5,1554.0,1936.5,,858.0
aaq,bcl,2215.0,1660.5,1947.0,,982.5
aaq,bfr,1924.5,1503.0,1510.5,,984.0
aaq,bja,1973.5,1954.5,2149.5,,1158.0
aaq,bjs,2192.5,1627.5,2032.5,,957.0
