	seqid	from_soil	Up0	Up1	Up2	Up3	Up4	Up5	Up6	Up7	Up8	Up9	Up10	Up11	id	status	prot_name	taxidstr	taxid	scientific_name	rank	superkingdom	kingdom	phylum	class	order	family	genus	species	full_lineage	group4	group8	ra_inf_g4	ra_inf_g8
43	A0A1H2VN79|unreviewed|nitrate	False	-0.08232565858814757	8.638839631001607e-05	0.0111113803946769	-0.015842413914722	0.004395161584340772	-0.00820771861017027	0.017834640429598196	0.0011104075507563712	-0.004654597480900215	-0.009336074578443397	0.028947423005233543	0.04527547221466087	A0A1H2VN79	unreviewed	nitrate reductase (quinone)	taxID:1058	1058.0	Thiocapsa roseopersicina	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	Thiocapsa roseopersicina	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Chromatiales; Chromatiaceae; Thiocapsa				
44	A0A6M0K2K2|unreviewed|nitrate	False	-0.08267510990734567	5.152075136216083e-05	0.010839933984290374	-0.015813761457417846	0.004416975307721075	-0.007969929814121255	0.017822365290659784	0.0012478572280730578	-0.00504217737022857	-0.009483014420041437	0.028212525665004144	0.04583724969376125	A0A6M0K2K2	unreviewed	nitrate reductase (quinone)	taxID:57489	57489.0	Thiorhodococcus minor	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus	Thiorhodococcus minor	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Chromatiales; Chromatiaceae; Thiorhodococcus				
45	A0A6P1DX35|unreviewed|nitrate	False	-0.0824418330445072	0.00021307996915788534	0.010791402457857412	-0.01636527120591242	0.004432626380806535	-0.008116879716394416	0.017890757225011333	0.0014614983760328636	-0.005038348838243411	-0.009767907238845481	0.028962737115311527	0.046183437315158705	A0A6P1DX35	unreviewed	nitrate reductase (quinone)	taxID:329406	329406.0	Thiorhodococcus mannitoliphagus	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus	Thiorhodococcus mannitoliphagus	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Chromatiales; Chromatiaceae; Thiorhodococcus				
46	A0A945D0U3|unreviewed|nitrate	False	-0.07999959647163102	-0.0015013055392481519	0.00932336182290399	-0.01545798451830363	0.005074381956024815	-0.007524644713074982	0.019793749819675036	-0.0014390445981010275	-0.005148442877016982	-0.006644693677121535	0.029295719747725015	0.04302989504881917	A0A945D0U3	unreviewed	nitrate reductase (quinone)	taxID:2026778	2026778.0	Phycisphaerae bacterium	species		Pseudomonadati	Planctomycetota	Phycisphaerae				Phycisphaerae bacterium	cellular organisms; Bacteria; Pseudomonadati; PVC group; Planctomycetota; Phycisphaerae; unclassified Phycisphaerae				
47	A0A9E1YWB7|unreviewed|nitrate	False	-0.08040028081020818	-0.0011256323757830207	0.009627808527340981	-0.01504196226398103	0.005669576221072545	-0.007477661664523424	0.019836442276383554	-0.0007120153119889785	-0.005598406213834635	-0.008581933003974274	0.028048701944875833	0.043935268135610356	A0A9E1YWB7	unreviewed	nitrate reductase (quinone)	taxID:2026778	2026778.0	Phycisphaerae bacterium	species		Pseudomonadati	Planctomycetota	Phycisphaerae				Phycisphaerae bacterium	cellular organisms; Bacteria; Pseudomonadati; PVC group; Planctomycetota; Phycisphaerae; unclassified Phycisphaerae				
48	A0A843S0L2|unreviewed|nitrate	False	-0.08244027727657478	-0.0008034575033820799	0.009119951024590008	-0.01670639628446665	0.005107804752796524	-0.009265182890145407	0.018954593920282974	0.001433195990466419	-0.00874971940547086	-0.011854392816787055	0.03063793952489689	0.04739019725644005	A0A843S0L2	unreviewed	nitrate reductase (quinone)	taxID:2004800	2004800.0	Luteitalea sp.	species		Pseudomonadati	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Luteitalea sp.	cellular organisms; Bacteria; Pseudomonadati; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; Luteitalea; unclassified Luteitalea				
49	A0A933BW52|unreviewed|nitrate	False	-0.08090856717065344	-0.0008306974761852367	0.009038846669857346	-0.016508580009181425	0.004510196208006687	-0.008300734687112206	0.01923794575187335	-9.811584207070476e-05	-0.010977040136535261	-0.012214956957255161	0.029013233440828817	0.04439925635998909	A0A933BW52	unreviewed	nitrate reductase (quinone)	taxID:2026742	2026742.0	Gemmatimonadota bacterium	species		Pseudomonadati	Gemmatimonadota					Gemmatimonadota bacterium	cellular organisms; Bacteria; Pseudomonadati; FCB group; Gemmatimonadota; unclassified Gemmatimonadota				
50	A3MXF6|unreviewed|nitrate	False	-0.06448719045155991	-0.003947739382059765	0.005462873293639721	-0.019417369100038516	0.003091553477595708	-0.0007478128159436816	0.0249100697211149	-0.0026433567563703313	-0.0030816491441349597	0.0019342404377769161	0.019408782524873706	-0.00959219432719953	A3MXF6	unreviewed	nitrate reductase (quinone)	taxID:410359	410359.0	Pyrobaculum calidifontis JCM 11548	strain		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum calidifontis	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum; Pyrobaculum calidifontis				
51	A0A6B2CUM3|unreviewed|nitrate	False	-0.06492077434608892	-0.0044734104965316185	0.0037471871524837937	-0.019308477202689106	0.004263853585222784	-0.0013961826771955953	0.022614170116735655	-0.002823609813432059	-0.00330662306017692	0.002853002317029176	0.02014722673546734	-0.011817042403051616	A0A6B2CUM3	unreviewed	nitrate reductase (quinone)	taxID:2004705	2004705.0	Pyrobaculum sp.	species		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp.	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum; unclassified Pyrobaculum				
52	G7VAI4|unreviewed|nitrate	False	-0.0648301038666759	-0.004201275103243162	0.0049405627331661735	-0.01911994148998648	0.0037581332252322403	-8.287794057055364e-05	0.024101255072013567	-0.002862812727216182	-0.0025237864343345237	0.0030375564697628712	0.018330541215544737	-0.011420225647772314	G7VAI4	unreviewed	nitrate reductase (quinone)	taxID:1104324	1104324.0	Pyrobaculum ferrireducens	species		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum ferrireducens	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum				
53	A0A371R2W9|unreviewed|nitrate	False	-0.06531439020329524	-0.004261909591351881	0.004202101341794508	-0.019032606005885102	0.004653602699917476	0.0009477432208675573	0.02414901821599104	-0.0026288396271626517	-0.002014399921153975	0.002854556933234073	0.019172675599460003	-0.009390273279430055	A0A371R2W9	unreviewed	nitrate reductase (quinone)	taxID:13773	13773.0	Pyrobaculum aerophilum	species		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum				
54	A0A832STX7|unreviewed|nitrate	False	-0.06556580552070493	-0.00405746509287467	0.004504153674970009	-0.019127695152230305	0.004675699370387866	0.0007931628722332956	0.023761398480355075	-0.0029718656875191607	-0.0018112270995966672	0.00221187051252238	0.01980545986991692	-0.007715167252045449	A0A832STX7	unreviewed	nitrate reductase (quinone)	taxID:13773	13773.0	Pyrobaculum aerophilum	species		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum				
55	Q8ZSS1|unreviewed|nitrate	False	-0.06556580552070493	-0.00405746509287467	0.004504153674970009	-0.019127695152230305	0.004675699370387866	0.0007931628722332956	0.023761398480355075	-0.0029718656875191607	-0.0018112270995966672	0.00221187051252238	0.01980545986991692	-0.007715167252045449	Q8ZSS1	unreviewed	nitrate reductase (quinone)	taxID:178306	178306.0	Pyrobaculum aerophilum str. IM2	strain		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum; Pyrobaculum aerophilum				
56	H6QAV3|unreviewed|nitrate	False	-0.0645420822425992	-0.004301735886412242	0.003260804327430842	-0.019097989068574343	0.004131013790983289	0.0007212381172128159	0.023906889345376284	-0.0021685237535957885	-0.0019239747964656508	0.0025295986619013676	0.022047617746138296	-0.010263679260204816	H6QAV3	unreviewed	nitrate reductase (quinone)	taxID:698757	698757.0	Pyrobaculum oguniense TE7	strain		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum oguniense	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum; Pyrobaculum oguniense				
57	A0A7L4P773|unreviewed|nitrate	False	-0.06491812130055039	-0.004472403964445505	0.0032381344756598246	-0.01915816267898599	0.004422103824439503	0.0007601340406763718	0.02332164845028108	-0.002565002482887301	-0.0011939602929030618	0.0031403819182276582	0.02254624156915675	-0.009795550270155476	A0A7L4P773	unreviewed	nitrate reductase (quinone)	taxID:121277	121277.0	Pyrobaculum arsenaticum	species		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum arsenaticum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum				
58	A4WI77|unreviewed|nitrate	False	-0.06479120581749637	-0.004473002217108392	0.0031466235968517524	-0.019176598588346475	0.004533681044725323	0.0005526538229555372	0.023322236291049854	-0.0026722216596470182	-0.0011875879836326737	0.003078867009964244	0.02269934222249602	-0.009938896759754162	A4WI77	unreviewed	nitrate reductase (quinone)	taxID:340102	340102.0	Pyrobaculum arsenaticum DSM 13514	strain		Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum arsenaticum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum; Pyrobaculum arsenaticum				
59	A0AAJ1AHM5|unreviewed|Nitrate	False	-0.07724500513869721	7.448464442984003e-05	0.004820061269909106	0.029165227286036755	0.006164829808863306	-0.005385040911740276	0.01784617646371406	-0.004327890214672676	0.011915847998932465	-0.010655679740983331	0.025985886895766447	-0.015183005347422243	A0AAJ1AHM5	unreviewed	nitrate reductase subunit alpha	taxID:3123416	3123416.0	Candidatus Methylomirabilis tolerans	species			Candidatus Methylomirabilota	Candidatus Methylomirabilia	Candidatus Methylomirabilales	Candidatus Methylomirabilaceae	Candidatus Methylomirabilis	Candidatus Methylomirabilis tolerans	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Candidatus Methylomirabilota; Candidatus Methylomirabilia; Candidatus Methylomirabilales; Candidatus Methylomirabilaceae; Candidatus Methylomirabilis				
60	A0A3B0QRQ0|unreviewed|nitrate	False	-0.06213015723449421	-0.001508605317121189	0.01130911408365742	-0.020097645120757287	0.006155825938903071	-0.009401365924549869	0.025561806449505415	-0.007752760300538404	0.0093913287555187	-0.01105722955967015	0.021242801090601972	0.0038857633224153258	A0A3B0QRQ0	unreviewed	nitrate reductase (quinone)	taxID:652676	652676.0	hydrothermal vent metagenome	species								hydrothermal vent metagenome	unclassified entries; unclassified sequences; metagenomes; ecological metagenomes				
61	A0A1G1I1G5|unreviewed|nitrate	False	-0.06192524494254133	-0.0018684154095367238	0.009383896445987515	-0.019960365405864617	0.006486317708675399	-0.008452819754377302	0.023445952616572983	-0.004324056586565973	0.013057256446922065	-0.010658910653553977	0.02241757089881946	-0.0009655527839041239	A0A1G1I1G5	unreviewed	nitrate reductase (quinone)	taxID:1801722	1801722.0	Nitrospirae bacterium RIFCSPLOW2_12_42_9	species		Pseudomonadati	Nitrospirota					Nitrospirae bacterium RIFCSPLOW2_12_42_9	cellular organisms; Bacteria; Pseudomonadati; Nitrospirota; unclassified Nitrospirota				
62	A0A1F8ZIM8|unreviewed|nitrate	False	-0.06239775584523531	-0.0017972128506261666	0.011660166064793094	-0.020550167100242944	0.0058036778479124175	-0.007931157434052465	0.023298859665636086	-0.005970769075568894	0.013467378039997322	-0.010567215134089486	0.021313994748563797	-0.0006948355707882965	A0A1F8ZIM8	unreviewed	nitrate reductase (quinone)	taxID:1797824	1797824.0	Deltaproteobacteria bacterium GWF2_42_12	species				Deltaproteobacteria				Deltaproteobacteria bacterium GWF2_42_12	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria				
63	A0A3B9V8H2|unreviewed|nitrate	False	-0.06239775584523531	-0.0017972128506261666	0.011660166064793094	-0.020550167100242944	0.0058036778479124175	-0.007931157434052465	0.023298859665636086	-0.005970769075568894	0.013467378039997322	-0.010567215134089486	0.021313994748563797	-0.0006948355707882965	A0A3B9V8H2	unreviewed	nitrate reductase (quinone)	taxID:2026735	2026735.0	Deltaproteobacteria bacterium	species		Pseudomonadati	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Myxococcia; unclassified Myxococcia				
64	A0A1G1GZB0|unreviewed|nitrate	False	-0.06143953633640414	-0.0019039734550028952	0.010702232260166332	-0.020980808903435146	0.0049707531834324485	-0.006987019607986054	0.022482864658969554	-0.005454139223950361	0.011506601319974401	-0.008095653118053481	0.021758557710129967	-0.0015544711060494903	A0A1G1GZB0	unreviewed	nitrate reductase (quinone)	taxID:1801709	1801709.0	Nitrospirae bacterium RBG_19FT_COMBO_42_15	species		Pseudomonadati	Nitrospirota					Nitrospirae bacterium RBG_19FT_COMBO_42_15	cellular organisms; Bacteria; Pseudomonadati; Nitrospirota; unclassified Nitrospirota				
65	A0A932WEC5|unreviewed|nitrate	False	-0.0605482029353306	-0.0021619703417968543	0.009689574909661032	-0.020935980416270834	0.005729325045837276	-0.007899617528880593	0.023577453598755186	-0.005232631588093735	0.012850182500460567	-0.009231976478429948	0.022097071491475308	-0.0021845724893180805	A0A932WEC5	unreviewed	nitrate reductase (quinone)	taxID:2026735	2026735.0	Deltaproteobacteria bacterium	species		Pseudomonadati	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Myxococcia; unclassified Myxococcia				
66	A0A934ATG6|unreviewed|nitrate	False	-0.060636671864975136	-0.002132315391418332	0.009933620370965669	-0.021220833400026375	0.004597035069686697	-0.007601544105271782	0.023636037984393225	-0.00487433490064081	0.011590228068178342	-0.009465518467383015	0.02029419550169353	-0.0033292112203891304	A0A934ATG6	unreviewed	nitrate reductase (quinone)	taxID:2026887	2026887.0	Nitrospirota bacterium	species		Pseudomonadati	Nitrospirota					Nitrospirota bacterium	cellular organisms; Bacteria; Pseudomonadati; Nitrospirota; unclassified Nitrospirota				
67	A0A934LW84|unreviewed|nitrate	False	-0.05932498067280788	-0.0018131879587492004	0.009941254663278186	-0.020861839989525108	0.0038539126397901325	-0.008086387589438063	0.025166056773222045	-0.005149266042679355	0.009659741248592616	-0.012356528249826193	0.02040826702530433	-0.004645741681316043	A0A934LW84	unreviewed	nitrate reductase (quinone)	taxID:2026735	2026735.0	Deltaproteobacteria bacterium	species		Pseudomonadati	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Myxococcia; unclassified Myxococcia				
68	A0A1F8X6Y0|unreviewed|nitrate	False	-0.061552188226360584	-0.001510510307390183	0.011363851508781364	-0.020181075980780904	0.00617845592335117	-0.008449960248150583	0.024660226221831116	-0.006183353491177097	0.011064357576034821	-0.00801766694247083	0.024732003777938806	-0.0003118707443059943	A0A1F8X6Y0	unreviewed	nitrate reductase (quinone)	taxID:1797810	1797810.0	Deltaproteobacteria bacterium GWA2_55_82	species				Deltaproteobacteria				Deltaproteobacteria bacterium GWA2_55_82	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria				
69	A0A1F9DK45|unreviewed|nitrate	False	-0.06269648269534063	-0.001715551371251866	0.010338322487010169	-0.020544984158983728	0.005410973804695821	-0.009505428903729603	0.023902136739631055	-0.005487645168748023	0.010020821771804635	-0.010603221371194706	0.024623542803808605	0.0006369125699846539	A0A1F9DK45	unreviewed	nitrate reductase (quinone)	taxID:1797853	1797853.0	Deltaproteobacteria bacterium RBG_19FT_COMBO_56_10	species				Deltaproteobacteria				Deltaproteobacteria bacterium RBG_19FT_COMBO_56_10	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria				
70	A0A1F8XX50|unreviewed|nitrate	False	-0.060977233608491097	-0.0021823043893996444	0.008490879509697076	-0.019914987186344487	0.0058517418129522426	-0.00736318375061747	0.02490290382005513	-0.0061523193099078536	0.010797240264101757	-0.00956975237983675	0.02217127867996697	-0.0019919920635058175	A0A1F8XX50	unreviewed	nitrate reductase (quinone)	taxID:1797814	1797814.0	Deltaproteobacteria bacterium GWB2_55_19	species				Deltaproteobacteria				Deltaproteobacteria bacterium GWB2_55_19	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria				
71	A0A934L3R5|unreviewed|nitrate	False	-0.06003480947111038	-0.0021473015092941623	0.010105182657678855	-0.020962191481414736	0.005314965457372107	-0.009177884648969946	0.025136125794233473	-0.00556174818518167	0.011108883683817534	-0.009509247690723201	0.022285596323383727	-0.0009423835291406572	A0A934L3R5	unreviewed	nitrate reductase (quinone)	taxID:2026735	2026735.0	Deltaproteobacteria bacterium	species		Pseudomonadati	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Myxococcia; unclassified Myxococcia				
